Acinetobacter baumannii,Bacillus A anthracis,Bacillus A cereus,Bacillus A thuringiensis S,Bacillus A wiedmannii,Clostridium H botulinum A,Corynebacteriaceae genera,Corynebacterium kefirresidentii,Corynebacterium propinquum,Corynebacterium pseudodiphtheriticum,Corynebacterium sp022288805,Corynebacterium spp,Corynebacterium tuberculostearicum,Enterobacter hormaechei,Enterobacteriaceae genera,Escherichia coli,Escherichia-Shigella spp,Gammaproteobacteria order,Klebsiella africana,Klebsiella pneumoniae,Klebsiella quasipneumoniae,Klebsiella spp,Klebsiella variicola,Laceyella sacchari,Moraxella catarrhalis,Moraxella cuniculi,Moraxella nonliquefaciens,Moraxella spp,Mycobacterium tuberculosis,Pseudomonas E viridiflava,Pseudomonas aeruginosa,Pseudomonas aeruginosa A,Pseudomonas spp,Spirillospora cremea,Staphylococcus aureus,Staphylococcus capitis,Staphylococcus caprae,Staphylococcus epidermidis,Staphylococcus haemolyticus,Staphylococcus simiae,Staphylococcus spp
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014354790444866,0.0,0.0,0.0003039345729853,7.75890914367541e-05,0.0,0.0,0.0,0.0,0.0,0.528610174334859,8.18767261120496e-05,0.0,0.0001413560094617,0.0026311195958162,0.100649200185856,0.0,0.0021531393056867,0.0,0.0,0.0,0.0145883820116854,0.0,0.0,0.0,0.300728593937934,0.0004224019984154,0.0001026040584692,0.0457862390365657,0.0021941001185601,9.38099717001735e-05,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012987007373963,0.0,0.0,0.0002772513328592,0.0,0.0,0.0,0.0,0.0,0.0,0.49532379849666,0.0,0.0,0.0001546440501195,0.0025767069090511,0.0712419874086962,0.0,0.001686719822499,0.0,0.0,0.0,0.0100169435498858,0.0,0.0,0.0,0.349075261268639,0.0004053315148891,0.0001374437270943,0.0657885921815608,0.0020166190006502,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010268307826038,0.0,0.0,0.0002454804444269,0.000204040050923,0.0,0.0,0.0,0.0,0.0,0.551927218050258,0.0,0.0,0.000105995309986,0.0024860448915953,0.0465692115744551,0.0,0.0011491171221897,0.0,0.0,0.0,0.0111302736911994,0.0,0.0,0.0,0.327352089925339,0.0006011750859631,0.000162944546214,0.0551423303756494,0.0018972481492155,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011005677934747,0.159185769576457,0.0,0.0,0.0164569228467571,0.0,0.0,0.0,0.0,0.0,0.0,0.0404279366563018,0.0,0.0,0.0,0.0,0.124846261649842,0.0,0.0012873790908775,0.0,0.0,0.0,0.0269568832857043,0.0,0.0,0.0,0.532915558571089,0.0,0.0,0.0968227205294962,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010464814743685,0.151700444384481,0.0,0.0,0.0135130237940438,0.0,0.0,0.0,0.0,0.0,0.0,0.0455675961952256,0.0,0.0,0.0,0.0,0.137279545957151,0.0,0.0012126126910245,0.0,0.0,0.0,0.022195088499247,0.0,0.0,0.0,0.519055118237298,0.0,0.0,0.108430088767161,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012544034641772,0.117303631457608,0.0,0.0,0.0111606155983243,0.0,0.0,0.0,0.0,0.0,0.0,0.0684046634969463,0.0,0.0,0.0,0.0,0.170341220777244,0.0,0.0019644077760697,0.0,0.0,0.0,0.0482422882738778,0.0,0.0,0.0,0.482571945554216,0.0,0.0,0.0987568236015384,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010630866371502,0.198650446559902,0.0,0.0,0.0117823573265404,0.0,0.0,0.0,0.0,0.0,0.0,0.0375928788268167,0.0,0.0,0.0,0.0,0.111997078483766,0.0,0.0014828461885033,0.0,0.0,0.0,0.0229961072710508,0.0,0.0,0.0,0.530226124200794,0.0,0.0,0.0842090745054783,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014248176520677,0.206620741191379,0.0,0.0,0.0116105637355252,0.0,0.0,0.0,0.0,0.0,0.0,0.0386171879498621,0.0,0.0,0.0,0.0,0.10042204829975,0.0,0.0011382911401231,0.0,0.0,0.0,0.0186625820906085,0.0,0.0,0.0,0.517535690863175,0.0,0.0,0.103968077077508,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.150701155502413,0.0,0.0,0.0097021655676312,0.0,0.0,0.0,0.0,0.0,0.0,0.0568967674382393,0.0,0.0,0.0,0.0,0.124182808302636,0.0,0.0013369181320455,0.0,0.0,0.0,0.0369105630951685,0.0,0.0,0.0,0.522467925773115,0.0,0.0,0.0978016961887521,0.0,0.0,0.0
0.0,0.014816247582204813,0.0,0.0,0.0034429400386840974,0.0,0.0,0.09388781431334667,0.0022823984526111137,0.11640232108317289,0.0021276595744671362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022823984526111137,0.21791102514506974,0.00441005802707825,0.0,0.0030947775628612888,0.0,0.07535783365570618,0.0,0.0,0.0,0.0,0.0,0.2543133462282415,0.0032882011605401195,0.0,0.0,0.11292069632495241,0.0,0.0,0.09346228239845263,0.0,0.0,0.0
0.0,0.01302193369953384,0.0,0.0,0.003149848269502953,0.0,0.0,0.0951484654092888,0.002804133215533217,0.11604501978258412,0.002074290323818418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004916836323126961,0.2188760419467627,0.0033803249721499904,0.0,0.004455882917834525,0.0,0.07736334652172275,0.0,0.0,0.0,0.0,0.0,0.2516805592901353,0.00257365651288618,0.0,0.0,0.1117043752160723,0.0,0.0,0.09280528559904802,0.0,0.0,0.0
0.0,0.013786331500391751,0.0,0.0,0.0029457973291426485,0.0,0.0,0.09198743126472957,0.0,0.11154752553024423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003024351924586873,0.22321288295365344,0.002592301649646267,0.0,0.003927729772191513,0.0,0.07572663000785526,0.0,0.0,0.0,0.0,0.0,0.26099764336213754,0.003260015710918233,0.0,0.0,0.11209740769835116,0.0,0.0,0.09489395129615141,0.0,0.0,0.0
0.0,0.010485133020343923,0.0,0.0,0.0020344287949904823,0.0,0.0,0.09577464788732382,0.002973395931142228,0.1164319248826289,0.0021126760563374837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023865414710484826,0.22233959311424215,0.0029342723004687275,0.0,0.004264475743348468,0.0,0.07558685446009371,0.0,0.0,0.0,0.0,0.0,0.25172143974961164,0.0,0.0,0.0028169014084499784,0.11361502347417894,0.0,0.0,0.09452269170579107,0.0,0.0,0.0
0.0,0.007880315212608369,0.0,0.0,0.002040081603263243,0.0,0.0,0.09252370094803844,0.0,0.11440457618304738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22532901316052742,0.0024800992039675923,0.0,0.0033201328053113536,0.0,0.07636305452218103,0.0,0.0,0.0,0.0,0.0,0.2597303892155704,0.002280091203647886,0.0,0.002840113604543312,0.114164566582664,0.0,0.0,0.09664386575462985,0.0,0.0,0.0
0.0,0.028222390654955496,0.0,0.0,0.007980739221543453,0.0,0.0,0.09790895715368497,0.0,0.11748183155735878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2037540683935977,0.0,0.0,0.0,0.0,0.08199206384591376,0.0,0.0,0.0,0.0,0.0,0.27000757947300386,0.0,0.0,0.0,0.12510588969637526,0.0,0.0,0.06754648000356671,0.0,0.0,0.0
0.0,0.02014922039047475,0.0,0.0,0.004557029888754732,0.0,0.0,0.09811017289907521,0.0,0.11906357503462447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21717374793369967,0.0,0.0,0.0,0.0,0.08216056828843307,0.0,0.0,0.0,0.0,0.0,0.2621632488942503,0.0,0.0,0.0,0.12473752401376052,0.0,0.0,0.07188491265692716,0.0,0.0,0.0
0.0,0.024414763751256535,0.0,0.0,0.006271243238067885,0.0,0.0,0.09952606635071096,0.0,0.11091962276796394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21398822346689644,0.0,0.0,0.0,0.0,0.0877974053329504,0.0,0.0,0.0,0.0,0.0,0.2814878644262531,0.0,0.0,0.0,0.12422806261668824,0.0,0.0,0.05136674804921237,0.0,0.0,0.0
0.0,0.022474722194413693,0.0,0.0,0.005255781359495388,0.0,0.0,0.10676744418860745,0.0,0.13279607568325164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22234457903694077,0.0,0.0,0.0,0.0,0.09210131144258688,0.0,0.0,0.0,0.0,0.0,0.2164881369506459,0.0,0.0,0.0,0.13925317849634603,0.0,0.0,0.06251877064771241,0.0,0.0,0.0
0.0,0.017458142167669558,0.0,0.0,0.0032771256628729836,0.0,0.0,0.11994279926115717,0.0,0.15468033128761244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2043138890544003,0.0,0.0,0.0,0.0,0.10874098790442714,0.0,0.0,0.0,0.0,0.0,0.1819102663409402,0.0,0.0,0.0,0.1491390097122089,0.0,0.0,0.0605374486087111,0.0,0.0,0.0
0.0,0.0191287258434326,0.0,0.0,0.005109728136259287,0.0,0.0,0.10579757615460204,0.0,0.13946937438585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2125122830003276,0.0,0.0,0.0,0.0,0.11765476580412712,0.0,0.0,0.0,0.0,0.0,0.20537176547658045,0.0,0.0,0.0,0.1440550278414674,0.0,0.0,0.0509007533573534,0.0,0.0,0.0
