Staphylococcus aureus,0,,,,,,,,
Staphylococcus epidermidis,0,,,,,,,,
Staphylococcus pseudintermedius,0,,,,,,,,
Streptococcus pneumoniae,0.94019107,,,,,,,,
Streptococcus dysgalactiae,0,,,,,,,,
Streptococcus mitis,0,,,,,,,,
Streptococcus gwangjuense,0,,,,,,,,
Haemophilus influenzae,0,,,,,,,,
Corynebacterium accolens,0,,,,,,,,
Corynebacterium pseudodiphtheriticum,0,,,,,,,,
Cutibacterium acnes,0,,,,,,,,
Klebsiella aerogenes,0,,,,,,,,
Enterobacter Hormaechei,0,,,,,,,,
Parvimonas micra,0.00111441,,,,,,,,
Anaerococcus nagyae,0,,,,,,,,
Peptoniphilus lacydonensis,0,,,,,,,,
Snodgrassella alvi,0,,,,,,,,
